"","SiteName","Year","SampleName","SampleDate","WettedWidth","BankfulWidth","expr1","D50","RiffleDepth","pools_per_ft","LargeWoodyDebrisNumber","speed","sand","X.x","US...RB...LB...DS","X.y","PctDev_Basins_","X.x","PctDev_buffers_","X.y","per_Agricultural_","per_Barren.Land_","per_Emergent.Herbaceous.Wetlands_","per_Forest_","per_Grassland.Herbaceous_","per_Open.Spaces.Developed_","per_Open.Water_","per_Perennial.Snow.Ice_","per_Scrub.Shrub_","per_Urban_","per_Woody.Wetlands_","X","per_Agricultural_RB","per_Barren.Land_RB","per_Emergent.Herbaceous.Wetlands_RB","per_Forest_RB","per_Grassland.Herbaceous_RB","per_Open.Spaces.Developed_RB","per_Open.Water_RB","per_Perennial.Snow.Ice_RB","per_Scrub.Shrub_RB","per_Urban_RB","per_Woody.Wetlands_RB","Acres","STR_LVL"
"11","05B","2008","05B_08","8/27/2008 0:00:00",4.666666667,13.33333333,0.35,27.6551005850114,2,0.042553191,1,0.8198200465018,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","05B","2009","05B_09","8/19/2009 0:00:00",2.026666667,11.41666667,0.177518248,32.4654507180008,1.5,0.041666667,4,0.861469984656043,9.44881889763779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","05B","2010","05B_10","8/19/2010 0:00:00",4.333333333,11,0.393939394,20.158736798318,2.166666667,0.074074074,NA,0.898191876816376,25.4098360655738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","05B","2012","05B_12","8/13/2012 0:00:00",6.666666667,17.44,0.382262997,16.4160717553126,1.666666667,0.01832173,12,0.827853740122665,18.4210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","07CHR013259","2015","07CHR013259_15","9/10/2015 0:00:00",23.625,30,0.7875,35.781061686174,3.875,0.005479452,8,1.29814352278576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","07CHR045515","2021","07CHR045515_21","2021-08-23 17:45:00",23.049025,35.0820925,0.657002571896189,93.5920357610321,3.83858267716535,0,0,0.882511210762332,0,665,48.3333333333333,21,0.421567479978133,21,0.459134580753135,21,0.00194502573549532,0,0.0345289489150753,86.5988626083954,0.986774950385361,2.97609403623306,1.26961554875869,0,2.41698398728776,0.93596344740491,4.77923144688429,21,0,0,0.203206130848411,60.1776335585903,0.263223499795334,2.81486485683823,10.9282468139539,0,0.445099431341517,1.14364474400008,24.0240809646322,10163.5423554524,1
"17","07CHR045515","2017","07CHR045515_17","2017-08-22 11:59:59",19.875,38.9,0.510925449871465,68.6536192582799,5.78125,0.00813008130081301,14,1.12103980503656,0.917431192660551,71,43.75,17,0.417555407646548,17,0.455151543856811,17,0.00364692325403679,0,0.0350104632367927,79.0464957016645,1.11874910894304,2.96563952269881,1.27131744618841,0,9.85172130095897,0.929398985481129,4.77802054757427,17,0,0,0.203206130815489,58.1424929502898,0.429071080046618,2.8001650195999,10.932907646878,0,2.33529552666035,1.13701058313102,24.0198510625787,10163.5423554524,1
"18","07CHR045515","2020","07CHR045515_20","2020-09-29 21:45:00",30.6199325,34.532525,0.886698337292162,70.2361447935803,8.02165354330709,0,0,1.4178674351585,9.80392156862745,575,51.6666666666667,20,0.420072013067914,20,0.457226312345359,20,0.00206658984398449,0,0.0347697060771613,86.0549961221261,1.00046120145819,2.97524308747425,1.27046649751812,0,2.94996019697854,0.933410601126841,4.77862599739678,20,0,0,0.203206130831955,59.9599066694418,0.277196077990817,2.81587120985296,10.9305772304163,0,0.65094900429452,1.14032766356558,24.0219660136061,10163.5423554524,1
"19","07CHR045515","2019","07CHR045515_19","2019-08-08 16:30:00",21.408525,31.579625,0.677922077922078,58.6054640237553,4.7490157480315,0.0284900284900285,2,1.8048422597212,0,335,48.3333333333333,19,0.418576546157696,19,0.455318043937584,19,0.00218815395247366,0,0.0350104632392473,85.5111296358569,1.01414745253102,2.97439213871544,1.27131744627754,0,3.48293640666933,0.930857754848773,4.77802054790927,19,0,0,0.203206130815499,59.7421797802933,0.291168656186299,2.81687756286768,10.9329076468786,0,0.856798577247522,1.13701058313108,24.01985106258,10163.5423554524,1
"20","07CHR045515","2016","07CHR045515_16","9/13/2016 0:00:00",24.66666667,36.66666667,0.672727273,58.1381992193506,6.8125,0.010928962,8,1.53150110191188,3.73134328358209,NA,NA,16,0.417044838390974,16,0.455068293816424,16,0.00437630790481836,0,0.0350104632355654,75.8141787345683,1.17104993714905,2.96126321469049,1.27131744614384,0,13.0361137481038,0.928669600797307,4.77802054740678,16,0,0,0.203206130815483,57.3426495352881,0.498022291976777,2.79180874796601,10.9329076468778,0,3.07454400136676,1.13701058313099,24.0198510625781,10163.5423554524,1
"21","07CHR045515","2018","07CHR045515_18","2018-09-26 19:45:00",24.689525,35.59885,0.693548387096774,90.9960923039445,5.95472440944882,0.0212765957446809,10,1.7956204379562,3.96039603960396,271,45.3333333333333,18,0.418065976902122,18,0.455234793897197,18,0.00291753860325523,0,0.03501046323802,82.2788126687607,1.06644828073703,2.97001583070712,1.27131744623298,0,6.66732885381415,0.930128370164951,4.77802054774177,18,0,0,0.203206130815494,58.9423363652916,0.360119868116459,2.80852129123379,10.9329076468783,0,1.59604705195393,1.13701058313105,24.0198510625794,10163.5423554524,1
"22","07CHR045515","2015","07CHR045515_15","9/8/2015 0:00:00",27.625,42,0.657738095,62.606511875129,6.1875,0.00248139,6,1.54279825107568,0,NA,NA,15,0.417044838390974,15,0.455068293816424,15,0.00437630790481838,0,0.0342810785847072,75.1640098369534,1.44628314617984,2.96126321469051,1.27277621544501,0,13.4110494366874,0.928669600797312,4.77729116275705,15,0,0,0.203206130573904,57.1284329775158,0.388542468242953,2.79180875213048,10.942668646405,0,3.39505628391368,1.13701058177927,24.0132741594389,10163.5423554524,1
"23","07CHR070059","2015","07CHR070059_15","9/8/2015 0:00:00",10.675,15.225,0.701149425,64,3.375,0.006849315,0,0.931475154141476,0.87719298245614,NA,NA,37,1.17269118472271,37,1.36339182220646,37,0.012258960361886,0,0.0980716828653924,63.322652521292,0.513926593197925,4.5767147944941,3.39164569931259,0,16.6898070127045,3.01032486126017,8.3845978745114,37,0,0,0.346652608098345,45.5044348187045,0.422463035108163,3.50490026573623,19.0291333600239,0,2.23726624899699,3.91136803218151,25.0437816311504,1814.13388436496,2
"24","07CHR070059","2019","07CHR070059_19","2019-09-03 16:00:00",8.8176875,14.4117925,0.611838360842345,13.2664991614216,3.39566929133858,0.0483091787439614,8,0.819658475635152,5.08474576271187,374,65.6666666666667,41,1.18041432974953,41,1.36339182220646,41,0,0,0.0980716828653898,77.2748214751152,0.340404495348417,4.56445583412468,3.39573201943127,0,2.91524647685447,3.0225838216294,8.38868419463119,41,0,0,0.346652608098343,47.2891019703369,0.338656736628842,3.50490026573621,19.0518837063348,0,0.513655049533128,3.91136803218149,25.0437816311502,1814.13388436496,2
"25","07CHR070059","2020","07CHR070059_20","2020-09-29 18:15:00",7.94002,13.4767075,0.589166159464394,73.172416650744,3.1742125984252,0,6,0.928886091881687,4.67289719626168,573,66.3333333333333,42,1.18598747804248,42,1.37001966591306,42,-0.00068105335343811,0,0.0980716828653897,78.9230680883353,0.169761493316455,4.56173162070917,3.39505096607741,0,1.43083233213485,3.03279962193035,8.38936524798451,42,0,0,0.346652608098336,47.5497468663363,0.313873906419627,3.4963651833259,19.052286875983,0,0.274123824089558,3.92316910459759,25.0437816311497,1814.13388436496,2
"26","07CHR070059","2017","07CHR070059_17","2017-08-22 09:30:00",12,19.5,0.615384615384615,34.4777294944913,4.625,0.0289855072463768,1,1.26083530338849,0.900900900900901,68,57.6666666666667,39,1.17526556639832,39,1.36339182220646,39,0.00817264024125725,0,0.0980716828653911,69.0423353059484,0.382875716041424,4.57262847437094,3.39573201943131,0,11.0970887850867,3.01441118138324,8.3886841946313,39,0,0,0.346652608098318,46.2733762720805,0.37937622813025,3.50490026573595,19.0518837063334,0,1.48866125629206,3.91136803218119,25.0437816311484,1814.13388436496,2
"27","07CHR070059","2018","07CHR070059_18","2018-09-25 17:12:00",8.284525,14.682475,0.564245810055866,41.8833541133032,4.37992125984252,0,2,0.879651357693597,3.38983050847458,266,61.6666666666667,40,1.17783994807393,40,1.36339182220646,40,0.00408632012062863,0,0.0980716828653904,73.1585783905318,0.36164010569492,4.56854215424781,3.39573201943129,0,7.00616763097058,3.01849750150632,8.38868419463124,40,0,0,0.346652608098331,46.7812391212087,0.359016482379546,3.50490026573608,19.0518837063341,0,1.00115815291259,3.91136803218134,25.0437816311493,1814.13388436496,2
"28","07CHR070059","2021","07CHR070059_21","2021-09-23 16:45:00",9.4738875,12.5088125,0.757377049180328,48.8882911760075,3.83858267716535,0,3,1.16864608076009,0,732,64.3333333333333,43,1.19156062633543,43,1.37664750961967,43,-0.00136210670687622,0,0.0980716828653895,80.5713147015554,-0.000881508715507184,4.55900740729366,3.39436991272356,0,-0.053581812584774,3.0430154222313,8.39004630133783,43,0,0,0.346652608098328,47.8103917623357,0.289091076210412,3.48783010091558,19.0526900456312,0,0.0345925986459878,3.93497017701369,25.0437816311491,1814.13388436496,2
"29","07CHR070059","2016","07CHR070059_16","9/12/2016 0:00:00",10.25,16.25,0.630769231,39.1418615585325,4.357142857,0,2,1.35350438500032,2.5,NA,NA,38,1.17269118472271,38,1.36339182220646,38,0.0122589603618859,0,0.0980716828653917,64.9260922213651,0.404111326387927,4.57671479449407,3.39573201943134,0,15.1880099392028,3.01032486126015,8.38868419463135,38,0,0,0.346652608098305,45.7655134229522,0.399735973880954,3.50490026573582,19.0518837063327,0,1.97616435967152,3.91136803218105,25.0437816311474,1814.13388436496,2
"30","07CHR234411","2020","07CHR234411_20","2020-10-02 16:30:00",36.58315,76.61135,0.477516059957173,54.140271632895,4.45374015748031,0.0416666666666667,10,1.7956204379562,0.952380952380952,590,26.6666666666667,64,0.682442380149666,64,0.490152182427755,64,0.0795371264214555,0.00364924170961993,0.0306986560615791,84.4512193354823,1.08763353226146,3.7911752602069,1.12557640638488,0,3.53116373244031,1.64724268111515,4.2521040279163,64,0.0482255747787919,0,0.189601783199753,61.5097855123888,0.501739520537208,3.00678716311569,10.2169082163294,0,0.875239345019938,1.23798169700932,22.4137311876211,11511.3632232922,1
"31","07CHR234411","2021","07CHR234411_21","2021-08-23 22:00:00",26.2562025,65.3821275,0.401580730146782,47.7207313053218,3.91240157480315,0.0142247510668563,14,1.31726907630522,0,667,36.6666666666667,65,0.684558692812017,65,0.491933766261366,65,0.076961191096579,0.00343458043258345,0.0304860882217173,84.9761542499686,1.07245263245171,3.79256312699586,1.12482509191489,0,3.01948382927907,1.6510006219672,4.25263858767184,65,0.0476634433985523,0,0.189601783214078,61.7285239773237,0.487546177155845,3.00596139284678,10.2147338177221,0,0.669188158772881,1.24107670385971,22.4157045457064,11511.3632232922,1
"32","07CHR234411","2016","07CHR234411_16","9/13/2016 0:00:00",16.125,39,0.413461538,64.7314584071459,4.640625,0.009090909,21,1.60285049442857,0,NA,NA,60,0.677003549326271,60,0.488137568924816,60,0.0840450132327337,0.00386390298629762,0.0309112238985707,74.7022670274866,1.29675446272494,3.78026140280742,1.12632772075028,0,13.0845127084339,1.63948706991326,4.25156946776598,60,0.0487877061590285,0,0.189601783185416,58.7425937694158,0.729749709889756,2.98422243828194,10.2190826149361,0,3.43931745843872,1.23488669015887,22.4117578295344,11511.3632232922,1
"33","07CHR234411","2019","07CHR234411_19","2019-08-22 21:15:00",17.7420075,28.298625,0.62695652173913,34.3268096291399,4.28149606299213,0.0420168067226891,6,0.793121977431488,2.32558139534884,357,48,63,0.680326067487315,63,0.488370598594144,63,0.082113061746332,0.0038639029866564,0.0309112239014409,83.9262844209962,1.10281443207121,3.78978739341793,1.12632772085486,0,4.04284363560154,1.6434847402631,4.25156946816077,63,0.0487877061590315,0,0.189601783185427,61.291047047454,0.515932863918571,3.0076129333846,10.2190826149367,0,1.08129053126699,1.23488669015894,22.4117578295358,11511.3632232922,1
"34","07CHR234411","2015","07CHR234411_15","9/22/2015 0:00:00",23.25,35.375,0.657243816,65.3361381659144,4.9375,0.00862069,8,1.70968256632407,0,NA,NA,59,0.676778154985349,59,0.488137568924816,59,0.0866209485573225,0.00257593532419841,0.0302672400672287,74.1021411970373,1.52280439321433,3.78026140280744,1.12761568841238,0,13.457944624562,1.63884308608212,4.25092548393574,59,0.0487877061049113,0,0.189601782975102,58.5550731613235,0.62759939692068,2.9842224419539,10.2281901308854,0,3.72601744900583,1.23488668878908,22.4056212420416,11511.3632232922,1
"35","07CHR234411","2018","07CHR234411_18","2018-09-25 21:15:00",24.6075,32.563925,0.755667506297229,88.7305629959352,3.66633858267717,0.0225225225225225,9,1.13954834973943,0,268,55.6666666666667,62,0.679218561433634,62,0.488292922037701,62,0.0827570455751326,0.00386390298653681,0.0309112239004842,80.851611956493,1.16746110895579,3.78661206321443,1.12632772082,0,7.05673332654566,1.64215218347982,4.25156946802917,62,0.0487877061590305,0,0.189601783185424,60.4415626214412,0.587205145908966,2.99981610168371,10.2190826149365,0,1.8672995069909,1.23488669015892,22.4117578295353,11511.3632232922,1
"36","07GRN022903","2021","07GRN022903_21","2021-08-23 17:05:00",11.1554,33.712275,0.330900243309002,50.5036240975908,2.75590551181102,0,3,1.23205342237062,0,664,53,87,0.00574089383221401,87,0.00157235206233032,87,0.00768869709432497,0.0390137873977667,0.0996682956865005,84.9910761885412,1.41914710994961,0.0281918893471516,0.0102515961271893,0,7.40809003263549,0.0153773941886499,5.98149500903215,87,0.020507650424239,0,0.755885179526186,53.3137174407518,1.13534015980474,0.0201556662969796,0.0660734416139962,0,4.5458216744033,0.00435811869245901,40.1381406684864,8677.43719036225,1
"37","07GRN022903","2019","07GRN022903_19","2019-08-20 18:39:00",10.66325,17.963475,0.593607305936073,54.6878599990454,3.1742125984252,0.0304878048780488,7,1.47129186602871,0,352,58,85,0.00574089383221401,85,0.00157235206233032,85,0.0076886970943353,0.0390137873978191,0.0999530622457595,83.0025148432251,1.61474772396344,0.0281918893471895,0.0102515961272031,0,9.2007659973702,0.0153773941886706,5.98149500904027,85,0.0205076504254593,0,0.757566675802206,52.9070077206289,1.10569378086092,0.020155666298179,0.0660734416179279,0,4.9821341103347,0.00435811869271834,40.1365028353389,8677.43719036225,1
"38","07GRN022903","2018","07GRN022903_18","2018-09-06 16:38:00",16.3639875,29.2009,0.560393258426966,41.8833541133032,2.55905511811024,0.16,35,1.81741424802111,0,225,51.6666666666667,84,0.00574089383221401,84,0.00157235206233032,84,0.0076886970943353,0.0390137873978191,0.0999530622457596,80.3992874718139,3.56324296126875,0.0281918893471895,0.0102515961272031,0,9.85549813147614,0.0153773941886706,5.98149500904028,84,0.020507650425352,0,0.757566675798242,51.763384830665,1.93457434689027,0.0201556662980735,0.0660734416175822,0,5.29687643448385,0.00435811869269553,40.1365028351289,8677.43719036225,1
"39","07GRN022903","2017","07GRN022903_17","2017-09-11 11:30:00",12.05,27,0.446296296296296,36.1660128335806,3.15625,0.0160901045856798,7,1.30198915009042,0,105,40.75,83,0.00574089383221401,83,0.00157235206233032,83,0.0076886970943353,0.0390137873978191,0.0999530622457596,77.7960601004026,5.51173819857405,0.0281918893471895,0.0102515961272031,0,10.5102302655821,0.0153773941886706,5.98149500904028,83,0.0205076504252447,0,0.757566675794278,50.6197619407011,2.76345491291961,0.0201556662979681,0.0660734416172364,0,5.611618758633,0.00435811869267273,40.1365028349189,8677.43719036225,1
"40","07GRN022903","2020","07GRN022903_20","2020-09-23 16:30:00",13.81301,30.11958,0.458605664488017,49.7642544952058,4.47834645669291,0.0263157894736842,6,1.72934973637961,0,569,40.3333333333333,86,0.00574089383221401,86,0.00157235206233032,86,0.00768869709433013,0.0390137873977929,0.09981067896613,83.9967955158831,1.51694741695653,0.0281918893471705,0.0102515961271962,0,8.30442801500284,0.0153773941886603,5.98149500903621,86,0.0205076504248492,0,0.756725927664196,53.1103625806903,1.12051697033283,0.0201556662975793,0.0660734416159621,0,4.763977892369,0.00435811869258867,40.1373217519126,8677.43719036225,1
"41","07GRN022903","2016","07GRN022903_16","9/15/2016 0:00:00",17.25,33.25,0.518796992,34.0463405837182,3.392857143,NA,11,1.55778675974858,0,NA,NA,82,0.00574089383221401,82,0.00157235206233032,82,0.00768869709433531,0.0390137873978192,0.0999530622457596,75.1928327289914,7.46023343587935,0.0281918893471895,0.0102515961272031,0,11.164962399688,0.0153773941886706,5.98149500904028,82,0.0205076504251374,0,0.757566675790314,49.4761390507372,3.59233547894895,0.0201556662978626,0.0660734416168907,0,5.92636108278215,0.00435811869264992,40.1365028347089,8677.43719036225,1
"42","07GRN077319","2019","07GRN077319_19","2019-09-03 18:00:00",21.080425,31.00545,0.67989417989418,62.8827608421736,4.60137795275591,0.0355239786856128,6,1.4037089871612,1.92307692307692,375,62.3333333333333,107,0.0238272038522639,107,0.00502230664670439,107,0.00645736834108382,0.0327658109699807,0.0839457884503834,80.4567304216032,2.16102046501861,0.217581316733719,0.0086098244559733,0,11.4025382351516,0.046634238661115,5.58371653061437,107,0.0179755731639731,0,0.664030004655851,54.1650273588129,1.22470588374128,0.199921960116796,0.0579153613095781,0,5.69696694583961,0.00382002227427977,37.9696368900858,10332.1016531352,1
"43","07GRN077319","2015","07GRN077319_15","9/15/2015 0:00:00",9,40,0.225,59.979350367003,4.4375,0,3,1.05077177550582,0,NA,NA,103,0.0226997344163357,103,0.00502230664670439,103,0.00645736834108383,0.045680547653126,0.0853807591929913,73.8298447451945,8.68760278463249,0.219815375603778,0.00789233908477798,0,11.4899268552632,0.0444001797910567,5.58299904524296,103,0.0179755731633212,0,0.670086821588629,51.4948697568537,4.00655037893959,0.199921960109545,0.051858544353369,0,5.58528005401168,0.00382002227414124,37.969636888706,10332.1016531352,1
"44","07GRN077319","2018","07GRN077319_18","2018-08-14 18:30:00",16.158925,33.056075,0.488833746898263,45.5314445476073,3.71555118110236,0.0240963855421687,9,1.75401069518717,3.47826086956522,172,57,106,0.0235542202768603,106,0.00502230664670439,106,0.00645736834108383,0.0370707231976958,0.0839457884503834,78.4492211945738,4.5044169403127,0.218086841233304,0.0086098244559733,0,11.0623460746591,0.0461287141615302,5.58371653061437,106,0.0179755731638907,0,0.664030004652804,53.2477847861045,2.26272593859396,0.199921960115878,0.0579153613093124,0,5.57618946387384,0.00382002227426224,37.9696368899115,10332.1016531352,1
"45","07GRN077319","2020","07GRN077319_20","2020-09-30 19:45:00",19.439925,40.274275,0.482688391038696,51.354122337637,4.06003937007874,0.0285714285714286,4,1.54070981210856,0,581,56,108,0.0239521486666593,108,0.00502230664670439,108,0.0064573683410721,0.0320483255986119,0.0838262075549916,81.1111612554446,2.1206436482237,0.217338006135364,0.00860982445595767,0,10.7892017034874,0.0468775492589903,5.58383611149935,108,0.0179755731635044,0,0.663293063597096,54.2586000002435,1.25189507725747,0.199921960111582,0.0579153613080678,0,5.57521477737132,0.00382002227418015,37.9713641646733,10332.1016531352,1
"46","07GRN077319","2017","07GRN077319_17","2017-09-08 13:15:00",24.65,38.1,0.646981627296588,66.3384781112227,6.3125,0,12,1.4201855709146,0.847457627118644,104,58.5,105,0.0232812367014567,105,0.00502230664670439,105,0.00645736834108383,0.0413756354254109,0.0839457884503834,76.4417119675444,6.84781341560679,0.218592365732889,0.0086098244559733,0,10.7221539141667,0.0456231896619454,5.58371653061437,105,0.0179755731638082,0,0.664030004649757,52.3305422133962,3.30074599344664,0.199921960114961,0.0579153613090466,0,5.45541198190807,0.00382002227424471,37.9696368897373,10332.1016531352,1
"47","07GRN077319","2021","07GRN077319_21","2021-09-23 21:35:00",21.244475,40.602375,0.523232323232323,47.441414877316,4.13385826771654,0,3,1.18649517684887,0,736,62.3333333333333,109,0.0240770934810547,109,0.00502230664670439,109,0.00645736834106038,0.0313308402272431,0.0837066266595999,81.765592089286,2.0802668314288,0.217094695537009,0.00860982445594204,0,10.1758651718232,0.0471208598568656,5.58395569238432,109,0.0179755731630356,0,0.662556122538342,54.3521726416741,1.27908427077366,0.199921960106368,0.0579153613065574,0,5.45346260890302,0.00382002227408053,37.9730914392609,10332.1016531352,1
"48","07GRN077319","2016","07GRN077319_16","9/19/2016 0:00:00",26,42.33333333,0.614173228,22.6,4.9375,0.083333333,4,1.873446391811,0,NA,NA,104,0.0230082531260532,104,0.00502230664670439,104,0.00645736834108383,0.045680547653126,0.0839457884503834,74.434202740515,9.19120989090089,0.219097890232474,0.00860982445597331,0,10.3819617536743,0.0451176651623606,5.58371653061438,104,0.0179755731637257,0,0.66403000464671,51.4132996406878,4.33876604829932,0.199921960114044,0.0579153613087808,0,5.3346344999423,0.00382002227422718,37.9696368895631,10332.1016531352,1
"49","07GRN208791","2015","07GRN208791_15","9/15/2015 0:00:00",28,55,0.509090909,86.579928199767,6.5625,0,29,1.40849866253675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","07HAR025863","2020","07HAR025863_20","2020-08-05 16:40:00",9.87581,13.4603025,0.733698964046313,33.52280293617,3.74015748031496,0,2,1.33152909336942,6.54205607476635,468,66.6666666666667,130,8.16439511082005,130,4.49065406743788,130,1.53018209014268,0.274400783208099,0,48.4836935801886,2.10406121289008,19.8121744097941,1.9789566418644,0,4.13782137992734,21.0412702310413,0.637439670943436,130,2.40198306246293,0.263537089380263,0,49.7610208051955,0.477282554838718,16.8445135484635,15.1451189856932,0,1.1406724182694,11.1644035771077,2.80146795858879,1359.79070151238,2
"51","07HAR025863","2017","07HAR025863_17","2017-08-17 09:30:00",8.03333333333333,11.0333333333333,0.72809667673716,34.8470173975429,4.3125,0,3,0.995299972352778,4.62962962962963,58,53,127,8.15366272947817,127,4.48992188257271,127,1.54469803867135,0.321648600187632,0,46.7783401727077,2.42596396302745,19.8218498362109,1.9789566418644,0,5.46995842086945,21.0211446555177,0.637439670943436,127,2.40246175734871,0.263537089380293,0,49.073864502536,0.647074443165337,16.8443262564019,15.145118985695,0,1.65774546972336,11.1644035371603,2.80146795858911,1359.79070151238,2
"52","07HAR025863","2015","07HAR025863_15","8/4/2015 0:00:00",7.9,18.65,0.423592493,27.1534368722434,4.777777778,0,1,0.981689089083932,4.21052631578947,NA,NA,125,8.14999709399767,125,4.48992188257271,125,1.56389107947045,0.343455284947416,0,46.488616342133,2.63534156482743,19.827301507401,1.9789566418644,0,5.50930492408533,21.0156929843276,0.637439670943436,125,2.40533392666182,0.263537089380302,0,48.7567962297203,0.733915213179242,16.8443262748403,15.1451189856955,0,1.88510080321042,11.1644035187229,2.80146795858921,1359.79070151238,2
