"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	NA	NA	"FORCIPOMYIINAE"	"Forcipomyiinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	NA	NA	NA	NA	NA	"CERATOPOGONIDAE"	"Ceratopogonidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	NA	NA	NA	NA	NA	"CHIRONOMIDAE"	"Chironomidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CULICIDAE"	NA	NA	NA	NA	NA	"CULICIDAE"	"Culicidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"DIXA"	NA	"DIXA"	"Dixa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"DIXELLA"	NA	"DIXELLA"	"Dixella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"MERINGODIXA"	NA	"MERINGODIXA"	"Meringodixa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	NA	NA	"DIXIDAE"	"Dixidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"SIMULIIDAE"	NA	NA	NA	NA	NA	"SIMULIIDAE"	"Simuliidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"THAUMALEIDAE"	NA	NA	NA	NA	NA	"THAUMALEIDAE"	"Thaumaleidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	"PSYCHODINAE"	NA	NA	"MARUINA"	NA	"MARUINA"	"Maruina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	NA	NA	NA	NA	NA	"PSYCHODIDAE"	"Psychodidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PTYCHOPTEROMORPHA"	NA	"PTYCHOPTERIDAE"	"PTYCHOPTERINAE"	NA	NA	"PTYCHOPTERA"	NA	"PTYCHOPTERA"	"Ptychoptera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PTYCHOPTEROMORPHA"	NA	"TANYDERIDAE"	NA	NA	NA	"PROTANYDERUS"	NA	"PROTANYDERUS"	"Protanyderus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"CHEILOTRICHIA"	NA	"CHEILOTRICHIA"	"Cheilotrichia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"ERIOPTERA"	NA	"ERIOPTERA"	"Erioptera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"GONOMYIA"	NA	"GONOMYIA"	"Gonomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"HESPEROCONOPA"	NA	"HESPEROCONOPA"	"Hesperoconopa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"LIPSOTHRIX"	NA	"LIPSOTHRIX"	"Lipsothrix"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"MOLOPHILUS"	NA	"MOLOPHILUS"	"Molophilus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"ORMOSIA"	NA	"ORMOSIA"	"Ormosia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"RHABDOMASTIX"	NA	"RHABDOMASTIX"	"Rhabdomastix"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"AUSTROLIMNOPHILA"	NA	"AUSTROLIMNOPHILA"	"Austrolimnophila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"EPIPHRAGMA"	NA	"EPIPHRAGMA"	"Epiphragma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"HEXATOMA"	NA	"HEXATOMA"	"Hexatoma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"LIMNOPHILA"	NA	"LIMNOPHILA"	"Limnophila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"PILARIA"	NA	"PILARIA"	"Pilaria"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"ULOMORPHA"	NA	"ULOMORPHA"	"Ulomorpha"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"ANTOCHA"	"ANTOCHA.MONTICOLA"	"ANTOCHA.MONTICOLA"	"Antocha monticola"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"LIMONIA"	NA	"LIMONIA"	"Limonia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"DICRANOTA"	NA	"DICRANOTA"	"Dicranota"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"PEDICIA"	NA	"PEDICIA"	"Pedicia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"TIPULINAE"	NA	NA	"HOLORUSIA"	"HOLORUSIA.HESPERA"	"HOLORUSIA.HESPERA"	"Holorusia hespera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"TIPULINAE"	NA	NA	"TIPULA"	NA	"TIPULA"	"Tipula"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	NA	NA	NA	NA	NA	"TIPULIDAE"	"Tipulidae s.l."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DIPTERA"	"Diptera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"LEPIDOPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LEPIDOPTERA"	"Lepidoptera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"AGAPETINAE"	NA	NA	"AGAPETUS"	NA	"AGAPETUS"	"Agapetus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"GLOSSOSOMATINAE"	"ANAGAPETINI"	NA	"ANAGAPETUS"	NA	"ANAGAPETUS"	"Anagapetus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"GLOSSOSOMATINAE"	"GLOSSOSOMATINI"	NA	"GLOSSOSOMA"	NA	"GLOSSOSOMA"	"Glossosoma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"PROTOPTILINAE"	NA	NA	"PROTOPTILA"	NA	"PROTOPTILA"	"Protoptila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	NA	NA	NA	NA	NA	"GLOSSOSOMATIDAE"	"Glossosomatidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"ARCTOPSYCHE"	NA	"ARCTOPSYCHE"	"Arctopsyche"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"PARAPSYCHE"	NA	"PARAPSYCHE"	"Parapsyche"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"HYDROPSYCHINAE"	NA	NA	"CHEUMATOPSYCHE"	NA	"CHEUMATOPSYCHE"	"Cheumatopsyche"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"HYDROPSYCHINAE"	NA	NA	"HYDROPSYCHE"	NA	"HYDROPSYCHE"	"Hydropsyche"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	NA	NA	NA	NA	NA	"HYDROPSYCHIDAE"	"Hydropsychidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"POLYCENTROPODIDAE"	"POLYCENTROPODINAE"	NA	NA	"POLYCENTROPUS"	NA	"POLYCENTROPUS"	"Polycentropus s.l."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"PSYCHOMYIIDAE"	"PSYCHOMYIINAE"	NA	NA	"PSYCHOMYIA"	NA	"PSYCHOMYIA"	"Psychomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"HYDROPTILINI"	NA	"HYDROPTILA"	NA	"HYDROPTILA"	"Hydroptila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"HYDROPTILINI"	NA	"OXYETHIRA"	NA	"OXYETHIRA"	"Oxyethira"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	NA	NA	NA	NA	NA	"HYDROPTILIDAE"	"Hydroptilidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"CALAMOCERATIDAE"	"CALAMOCERATINAE"	NA	NA	"HETEROPLECTRON"	NA	"HETEROPLECTRON"	"Heteroplectron"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"MYSTACIDINI"	NA	"MYSTACIDES"	NA	"MYSTACIDES"	"Mystacides"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"OECETINI"	NA	"OECETIS"	NA	"OECETIS"	"Oecetis"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"TRIAENODINI"	NA	"TRIAENODES"	NA	"TRIAENODES"	"Triaenodes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	NA	NA	NA	NA	NA	"LEPTOCERIDAE"	"Leptoceridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"ODONTOCERIDAE"	"ODONTOCERINAE"	NA	NA	"PARTHINA"	NA	"PARTHINA"	"Parthina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"APATANIIDAE"	"APATANIINAE"	"APATANIINI"	NA	"APATANIA"	NA	"APATANIA"	"Apatania"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"APATANIIDAE"	NA	NA	NA	NA	NA	"APATANIIDAE"	"Apataniidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"AMIOCENTRUS"	NA	"AMIOCENTRUS"	"Amiocentrus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"BRACHYCENTRUS"	NA	"BRACHYCENTRUS"	"Brachycentrus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"MICRASEMA"	NA	"MICRASEMA"	"Micrasema"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	NA	NA	"BRACHYCENTRIDAE"	"Brachycentridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERA"	NA	"GOERA"	"Goera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERACEA"	NA	"GOERACEA"	"Goeracea"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	NA	NA	NA	NA	NA	"GOERIDAE"	"Goeridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LEPIDOSTOMATIDAE"	"LEPIDOSTOMATINAE"	NA	NA	"LEPIDOSTOMA"	NA	"LEPIDOSTOMA"	"Lepidostoma"
