"","taxon","site","slope","inter","pval","trend","samples","sum.taxon"
"54","Uenoidae..s.l.","08NOR1362",2.29391376370811e-15,-25.5660685235351,1,"none",0,0
"55","Uenoidae..s.l.","08NOR1370",3.73187186209718e-16,-25.5660685235312,1,"none",0,0
"56","Uenoidae..s.l.","08NOR1750",-1.41990012206584e-15,-25.5660685235276,1,"none",0,0
"57","Uenoidae..s.l.","08NOR1756",1.8349799366429e-15,-24.5660685235127,1,"none",0,0
"58","Uenoidae..s.l.","08NOR2306",-2.17603151870944e-15,-25.566068523526,1,"none",0,0
"59","Uenoidae..s.l.","08SAM0000",7.87906081018124e-16,-25.5660685235321,1,"none",0,0
"60","Uenoidae..s.l.","08SAM1914",-1.91078697476399e-16,-24.5660685235086,1,"none",0,0
"61","Uenoidae..s.l.","08SAM2674",0.26889067385696,-544.649734899577,0.399844878862506,"none",1,1
"62","Uenoidae..s.l.","08SAM2855",-3.27245832601457e-15,-25.5660685235238,1,"none",0,0
"63","Uenoidae..s.l.","08SAM2862",-0.15528236361183,310.769369888058,0.365912796114923,"none",2,2
"64","Uenoidae..s.l.","08SAM3047",-1.50672300329361e-15,-25.5660685235274,1,"none",0,0
"65","Uenoidae..s.l.","08WES0622",1.99266876655545e-15,-25.5660685235345,1,"none",0,0
"66","Uenoidae..s.l.","08WES0629",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"67","Uenoidae..s.l.","08WES0903",-1.68207617951338e-15,-25.566068523527,1,"none",0,0
"68","Uenoidae..s.l.","08WES0905",2.01860438497413e-15,-25.5660685235345,1,"none",0,0
"69","Uenoidae..s.l.","08WES1037",-1.47490045600946e-15,-25.5660685235274,1,"none",0,0
"70","Uenoidae..s.l.","08WES1178",-1.63058394191021e-15,-25.5660685235271,1,"none",0,0
"71","Uenoidae..s.l.","08WES1340",2.7592924136067e-16,-25.566068523531,1,"none",0,0
"72","Uenoidae..s.l.","08WES1490",-2.41071605238285e-15,-24.5660685235041,1,"none",0,0
"73","Uenoidae..s.l.","08WES1579",-1.25958932312952e-15,-24.5660685235065,1,"none",0,0
"74","Uenoidae..s.l.","09BLA0675",6.9907223816717e-16,-24.5660685235104,1,"none",0,0
"75","Uenoidae..s.l.","09BLA0716",1.0353212587854e-15,-25.5660685235326,1,"none",0,0
"76","Uenoidae..s.l.","09BLA0722",-1.51211405650624e-15,-25.5660685235274,1,"none",0,0
"77","Uenoidae..s.l.","09BLA0756",-2.02938188792036e-15,-25.5660685235263,1,"none",0,0
"78","Uenoidae..s.l.","09BLA0768",1.50747975735239e-15,-25.5660685235335,1,"none",0,0
"79","Uenoidae..s.l.","09BLA0771",-1.62395839637652e-15,-24.5660685235057,1,"none",0,0
"80","Uenoidae..s.l.","09BLA0772",1.30471343521144e-15,-25.5660685235331,1,"none",0,0
"81","Uenoidae..s.l.","09BLA0817",1.67979055787054e-15,-25.5660685235338,1,"none",0,0
"82","Uenoidae..s.l.","09COV1165",0.124137620894895,-251.941399987343,0.419049481103454,"none",2,2
"83","Uenoidae..s.l.","09COV1418",-3.23868914832301e-15,-25.5660685235239,1,"none",0,0
"84","Uenoidae..s.l.","09COV1756",0.30315018433464,-613.848192306894,0.351411042057699,"none",1,1
"85","Uenoidae..s.l.","09COV1862",2.29390425746562e-15,-25.5660685235351,1,"none",0,0
"86","Uenoidae..s.l.","09COV1864",9.17567796142653e-16,-25.5660685235323,1,"none",0,0
"87","Uenoidae..s.l.","09DEE2163",-1.86039540423311e-15,-25.5660685235267,1,"none",0,0
"88","Uenoidae..s.l.","09DEE2208",0.00348780062342584,-9.9076329043476,0.984719202286965,"none",1,1
"89","Uenoidae..s.l.","09DEE2211",1.75870923725573e-15,-25.566068523534,1,"none",0,0
"90","Uenoidae..s.l.","09DEE2294",5.11778162232978e-16,-25.5660685235315,1,"none",0,0
"91","Uenoidae..s.l.","09DUW0091",-3.22753755267528e-15,-24.5660685235025,1,"none",0,0
"92","Uenoidae..s.l.","09DUW0277",1.49231588623822e-15,-24.566068523512,1,"none",0,0
"93","Uenoidae..s.l.","09JEN1318",-1.3530338672546e-15,-25.5660685235277,1,"none",0,0
"94","Uenoidae..s.l.","09JEN1357",-0.0247120948434207,46.8729733299837,0.890056628375711,"none",1,1
"95","Uenoidae..s.l.","09LOW0325",-5.21905440750403e-16,-25.5660685235294,1,"none",0,0
"96","Uenoidae..s.l.","09LOW0751",0.842051706526857,-1701.91624314624,0.325899210005305,"none",1,1
"97","Uenoidae..s.l.","09LOW0753",9.98210450758364e-16,-25.5660685235324,1,"none",0,0
"98","Uenoidae..s.l.","09MID1374",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"99","Uenoidae..s.l.","09MID1537",-1.66214654556942e-15,-25.5660685235271,1,"none",0,0
"100","Uenoidae..s.l.","09MID1744",-0.0366310984878609,71.013410329629,0.847098227037458,"none",1,1
"101","Uenoidae..s.l.","09MID1817",-3.51943761513515e-15,-24.5660685235019,1,"none",0,0
"102","Uenoidae..s.l.","09MID1958",-1.3344355192951e-15,-25.5660685235278,1,"none",0,0
"103","Uenoidae..s.l.","09MID2426",0.755805318120635,-1527.61259983499,0.334380478377716,"none",1,1
"104","Uenoidae..s.l.","09MIL0340",0.425338617226221,-860.002371937878,0.370707361532672,"none",1,1
"105","Uenoidae..s.l.","09MIL0390",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"106","Uenoidae..s.l.","09NEW1657",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"107","Uenoidae..s.l.","09NEW2076",-1.26339887939582e-15,-25.5660685235279,1,"none",0,0
"108","Uenoidae..s.l.","09NEW2102",-1.0039902999566e-15,-25.5660685235284,1,"none",0,0
"109","Uenoidae..s.l.","09NEW2128",0.278800765365041,-563.875926516686,0.202635731583546,"none",2,2
"110","Uenoidae..s.l.","09NEW2151",0.175349026575303,-355.175415394054,0.499959142381862,"none",1,1
"111","Uenoidae..s.l.","09SOO0943",1.21900819080505e-15,-25.5660685235329,1,"none",0,0
"112","Uenoidae..s.l.","09SOO1022",-2.48904797557635e-15,-25.5660685235254,1,"none",0,0
"113","Uenoidae..s.l.","09SOO1130",-0.0633041508955426,124.413930456425,0.733237064728709,"none",1,1
"114","Uenoidae..s.l.","09SOO1134",3.73187186209718e-16,-25.5660685235312,1,"none",0,0
"115","Uenoidae..s.l.","09SOO1209",0.437161992890909,-884.310582394498,0.365575207454026,"none",1,1
"116","Uenoidae..s.l.","09SOO1283",0.0542712102420702,-110.852420148458,0.654906604555038,"none",3,3
"117","Uenoidae..s.l.","Miller_Cove",0,-24.566068523509,1,"none",0,0
"118","Uenoidae..s.l.","VashChris",3.5365357113436e-16,-24.5660685235097,1,"none",0,0
"119","Uenoidae..s.l.","VashShing",0.105720554870792,-214.759156754152,0.548302871074128,"none",2,2
"120","Uenoidae..s.l.","WalkerPreserve",1.6798054186611e-16,-24.5660685235093,1,"none",0,0
"121","Kogotus.Rickera.Cultus","08BEA3312",0.24588501344528,-494.617414453082,0.0585776569756578,"none",8,8
"122","Kogotus.Rickera.Cultus","08BEA3474",-0.203888514807085,407.827081828891,0.27486944971942,"none",2,2
"123","Kogotus.Rickera.Cultus","08BEA3478",0.00602440308217817,-13.0856121810704,0.973601054872503,"none",3,3
"124","Kogotus.Rickera.Cultus","08BEA3571",0.00660497635913104,-12.8341391810639,0.93893914421048,"none",11,11
"125","Kogotus.Rickera.Cultus","08BEA3650",0.190365039378001,-383.646136238991,0.0898207735713384,"none",7,7
"126","Kogotus.Rickera.Cultus","08BEA3737",0.327381926058475,-657.491316599199,0.0314952212584554,"positive",12,12
"127","Kogotus.Rickera.Cultus","08BEA3747",0.0469275350956748,-94.7373549728716,0.575500785725658,"none",8,8
"128","Kogotus.Rickera.Cultus","08BEA3826",-0.122393183576136,244.152068339261,0.401029542085224,"none",2,2
"129","Kogotus.Rickera.Cultus","08CED2433",-0.714269599267754,1442.73622553038,0.170849579437358,"none",14,14
"130","Kogotus.Rickera.Cultus","08CED2711",0.00297611020398356,-6.39253086681,0.980539409027919,"none",4,4
"131","Kogotus.Rickera.Cultus","08CED2898",1.00819838796661e-15,-24.566068523511,1,"none",0,0
"132","Kogotus.Rickera.Cultus","08CED4192",0.0420013328822093,-84.1794703611797,0.613906125537919,"none",11,11
"133","Kogotus.Rickera.Cultus","08CED4975",0.38113136228237,-765.587725036116,0.0682133016418446,"none",8,8
"134","Kogotus.Rickera.Cultus","08CED5032",0.194062854015564,-391.255046429929,0.0936546758842907,"none",6,6
"135","Kogotus.Rickera.Cultus","08CED5046",-0.0128334108586561,25.142114542155,0.926309283606496,"none",4,4
"136","Kogotus.Rickera.Cultus","08EAS1536",0.153628605485946,-309.389261407591,0.226445421550952,"none",7,7
"137","Kogotus.Rickera.Cultus","08EAS1964",0.21365521668968,-429.954025902725,0.122542612536701,"none",8,8
"138","Kogotus.Rickera.Cultus","08EAS2058",0.134050878139087,-269.752283433856,0.168048286596866,"none",8,8
"139","Kogotus.Rickera.Cultus","08EAS2191",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"140","Kogotus.Rickera.Cultus","08EAS2272",0.687648195222244,-1387.39480249395,0.0693751152666255,"none",4,4
"141","Kogotus.Rickera.Cultus","08EAS2446",0.442636597205728,-892.65774234766,0.0621242283053803,"none",5,5
"142","Kogotus.Rickera.Cultus","08EAS2540",0.122857817086724,-246.589273755406,0.533470309218635,"none",8,8
"143","Kogotus.Rickera.Cultus","08EAS2546",-8.79387216375838e-16,-24.5660685235072,1,"none",0,0
"144","Kogotus.Rickera.Cultus","08EAS2631",-0.0115377517406557,21.9632577815755,0.909757780011423,"none",4,4
"145","Kogotus.Rickera.Cultus","08EVA3555",0.0724802001028544,-145.806711950565,0.617891009203003,"none",5,5
"146","Kogotus.Rickera.Cultus","08EVA3637",1.24486134649695e-15,-24.5660685235115,1,"none",0,0
"147","Kogotus.Rickera.Cultus","08EVA3642",-0.315475027266589,634.89349237401,0.136500889731362,"none",5,5
"148","Kogotus.Rickera.Cultus","08EVA3813",0.1283739287239,-257.645810231752,0.287358028755555,"none",9,9
"149","Kogotus.Rickera.Cultus","08ISS3877",-0.0983147104546519,195.805484637159,0.546940092088816,"none",2,2
"150","Kogotus.Rickera.Cultus","08ISS3958",41.4951334523613,-83757.7345340424,0.998805184936972,"none",1,1
"151","Kogotus.Rickera.Cultus","08ISS3962",-0.033888923141074,66.6690570422474,0.795541309147777,"none",3,3
"152","Kogotus.Rickera.Cultus","08ISS4294",0.0862461143037142,-174.037154765282,0.364367575307453,"none",7,7
"153","Kogotus.Rickera.Cultus","08ISS4573",0.164440909183605,-330.715566956899,0.0914316494084733,"none",10,10
"154","Kogotus.Rickera.Cultus","08ISS4724",-0.0268624544246361,54.6798851009003,0.788415236672859,"none",11,11
"155","Kogotus.Rickera.Cultus","08ISS4730",0.0241548080089114,-50.2153963837035,0.827151992214604,"none",3,3
"156","Kogotus.Rickera.Cultus","08ISS4735",2.24024003413292e-16,-24.5660685235095,1,"none",0,0
"157","Kogotus.Rickera.Cultus","08ISS4748",-40.3890965272691,81000.5304249259,0.998467342979412,"none",1,1
"158","Kogotus.Rickera.Cultus","08ISS4884",-0.0789378389665414,158.285228247638,0.429986899849209,"none",6,6
"159","Kogotus.Rickera.Cultus","08LAK2827",0.0043135588026829,-10.7602091797421,0.975317094022471,"none",2,2
"160","Kogotus.Rickera.Cultus","08LAK3121",1.05665205664089e-16,-24.5660685235092,1,"none",0,0
"161","Kogotus.Rickera.Cultus","08LAK3540",-2.09544223219958e-15,-25.5660685235262,1,"none",0,0
"162","Kogotus.Rickera.Cultus","08LAK3616",-2.39620366309359e-15,-24.5660685235042,1,"none",0,0
"163","Kogotus.Rickera.Cultus","08LAK3627",2.25998039338785e-16,-25.5660685235309,1,"none",0,0
"164","Kogotus.Rickera.Cultus","08LAK3628",-0.0942610566710167,187.511203493879,0.515072465794602,"none",2,2
"165","Kogotus.Rickera.Cultus","08LAK3699",0.230993300372989,-466.78716262921,0.159416258948653,"none",3,3
"166","Kogotus.Rickera.Cultus","08LAK3879",-0.0146202442872776,29.0954047545407,0.859131793952516,"none",8,8
"167","Kogotus.Rickera.Cultus","08LIT2585",0.0946804006888962,-191.583334425415,0.342161359050676,"none",5,5
"168","Kogotus.Rickera.Cultus","08LIT2602",0.0463697493527834,-92.3812479322529,0.622893393815169,"none",12,12
"169","Kogotus.Rickera.Cultus","08LIT2603",0.168678992531005,-338.164612558501,0.140459738461439,"none",13,13
"170","Kogotus.Rickera.Cultus","08LIT2682",0.115176438271604,-232.850420405647,0.263058058360732,"none",5,5
"171","Kogotus.Rickera.Cultus","08LIT2685",-0.143482626100756,286.822702074376,0.299458950060788,"none",3,3
"172","Kogotus.Rickera.Cultus","08LIT2692",0.0016738443690068,-3.48467448379348,0.984166667409586,"none",8,8
"173","Kogotus.Rickera.Cultus","08LIT2781",0.0789230716316691,-159.350187215385,0.373129425706352,"none",7,7
"174","Kogotus.Rickera.Cultus","08NOR1362",0.0314920923481174,-63.5011519567645,0.729843408300092,"none",8,8
"175","Kogotus.Rickera.Cultus","08NOR1370",-0.0422272838175017,84.2683273186494,0.63690498838455,"none",6,6
"176","Kogotus.Rickera.Cultus","08NOR1750",0.147665272800283,-297.170132986048,0.146575906961207,"none",9,9
"177","Kogotus.Rickera.Cultus","08NOR1756",0.569890108524852,-1146.92984129625,0.0797477955353744,"none",5,5
"178","Kogotus.Rickera.Cultus","08NOR2306",0.0162539342402432,-33.5070503660842,0.871306911791486,"none",5,5
"179","Kogotus.Rickera.Cultus","08SAM0000",7.87906081018124e-16,-25.5660685235321,1,"none",0,0
"180","Kogotus.Rickera.Cultus","08SAM1914",0.342862218195416,-691.820737865505,0.151251972563001,"none",3,3
"181","Kogotus.Rickera.Cultus","08SAM2674",-2.87298207954156e-15,-25.5660685235246,1,"none",0,0
"182","Kogotus.Rickera.Cultus","08SAM2855",-3.27245832601457e-15,-25.5660685235238,1,"none",0,0
"183","Kogotus.Rickera.Cultus","08SAM2862",0.139424225148393,-280.577619723052,0.253255083853931,"none",7,7
"184","Kogotus.Rickera.Cultus","08SAM3047",0.234100935955617,-470.713910563169,0.0975455604190825,"none",10,10
"185","Kogotus.Rickera.Cultus","08WES0622",0.297541428931032,-602.526656647415,0.371206580020253,"none",1,1
"186","Kogotus.Rickera.Cultus","08WES0629",-2.63144095190329e-15,-25.5660685235251,1,"none",0,0
"187","Kogotus.Rickera.Cultus","08WES0903",-0.0711609088642785,143.857284268767,0.479809362994981,"none",11,11
"188","Kogotus.Rickera.Cultus","08WES0905",0.426735983815724,-857.928810614012,0.0390297842772728,"positive",9,9
"189","Kogotus.Rickera.Cultus","08WES1037",-1.47490045600946e-15,-25.5660685235274,1,"none",0,0
"190","Kogotus.Rickera.Cultus","08WES1178",-0.0731822272256332,144.539983087282,0.702847004412298,"none",1,1
"191","Kogotus.Rickera.Cultus","08WES1340",2.7592924136067e-16,-25.566068523531,1,"none",0,0
"192","Kogotus.Rickera.Cultus","08WES1490",-2.41071605238285e-15,-24.5660685235041,1,"none",0,0
"193","Kogotus.Rickera.Cultus","08WES1579",-1.25958932312952e-15,-24.5660685235065,1,"none",0,0
"194","Kogotus.Rickera.Cultus","09BLA0675",0.263431008454017,-529.07791623704,0.0636060386695026,"none",9,9
"195","Kogotus.Rickera.Cultus","09BLA0716",-0.130513997069738,262.132495146611,0.184092908626381,"none",7,7
"196","Kogotus.Rickera.Cultus","09BLA0722",-0.663101346409202,1329.4548089572,0.174878466487988,"none",2,2
"197","Kogotus.Rickera.Cultus","09BLA0756",2.21883995053506e-10,25.5660688038397,0.999999999999982,"none",15,15
"198","Kogotus.Rickera.Cultus","09BLA0768",0.0624617205270888,-123.034371530333,0.732814411124875,"none",14,14
"199","Kogotus.Rickera.Cultus","09BLA0771",-0.163668776651453,326.524220054023,0.458740365423136,"none",1,1
"200","Kogotus.Rickera.Cultus","09BLA0772",-0.0725253188767229,143.075411065644,0.707654663512305,"none",1,1
"201","Kogotus.Rickera.Cultus","09BLA0817",1.67979055787054e-15,-25.5660685235338,1,"none",0,0
"202","Kogotus.Rickera.Cultus","09COV1165",-0.0585056551176242,116.809240481699,0.546058533373127,"none",5,5
"203","Kogotus.Rickera.Cultus","09COV1418",-0.0538250636370215,106.204842495167,0.700981597682625,"none",2,2
"204","Kogotus.Rickera.Cultus","09COV1756",0.0831938909768515,-167.713639232483,0.337945559342003,"none",8,8
"205","Kogotus.Rickera.Cultus","09COV1862",0.0435314144275441,-87.6235674015914,0.643934396608555,"none",8,8
"206","Kogotus.Rickera.Cultus","09COV1864",0.1818562250346,-366.7837480154,0.159648095210529,"none",5,5
"207","Kogotus.Rickera.Cultus","09DEE2163",-0.0306863983626787,60.6244835252627,0.78305366770087,"none",4,4
"208","Kogotus.Rickera.Cultus","09DEE2208",-0.085013549377984,170.702629917815,0.325655081523534,"none",8,8
"209","Kogotus.Rickera.Cultus","09DEE2211",0.0393966758015451,-79.6025749160316,0.689623943187243,"none",6,6
"210","Kogotus.Rickera.Cultus","09DEE2294",0.442925392222645,-892.912269759238,0.0452371557261303,"positive",5,5
"211","Kogotus.Rickera.Cultus","09DUW0091",-0.0728683871699981,144.227397739007,0.691792249785276,"none",1,1
"212","Kogotus.Rickera.Cultus","09DUW0277",1.49231588623822e-15,-24.566068523512,1,"none",0,0
"213","Kogotus.Rickera.Cultus","09JEN1318",0.107806627885958,-217.519206695821,0.284478486535566,"none",6,6
"214","Kogotus.Rickera.Cultus","09JEN1357",0.143370982209841,-289.23463113414,0.152870713974037,"none",6,6
"215","Kogotus.Rickera.Cultus","09LOW0325",-5.21905440750403e-16,-25.5660685235294,1,"none",0,0
"216","Kogotus.Rickera.Cultus","09LOW0751",0.0568533527618572,-115.436890070089,0.550368164838082,"none",5,5
"217","Kogotus.Rickera.Cultus","09LOW0753",9.98210450758364e-16,-25.5660685235324,1,"none",0,0
"218","Kogotus.Rickera.Cultus","09MID1374",0.266564115965889,-535.836822856071,0.0314030918969161,"positive",11,11
"219","Kogotus.Rickera.Cultus","09MID1537",-40.9901404228162,82246.9120795959,0.998661285551242,"none",1,1
"220","Kogotus.Rickera.Cultus","09MID1744",0.169297261944392,-341.735695976748,0.181773501268033,"none",5,5
"221","Kogotus.Rickera.Cultus","09MID1817",0.0757604737293855,-150.117190699215,0.691150608677987,"none",11,11
"222","Kogotus.Rickera.Cultus","09MID1958",0.308779296583108,-623.42326657477,0.0874283652600599,"none",3,3
"223","Kogotus.Rickera.Cultus","09MID2426",-0.100170044992392,198.620377791872,0.605237770058348,"none",1,1
"224","Kogotus.Rickera.Cultus","09MIL0340",0.0837370699608057,-166.512880982678,0.535195093676407,"none",13,13
"225","Kogotus.Rickera.Cultus","09MIL0390",0.140984895221676,-283.030127458703,0.142262096475176,"none",12,12
"226","Kogotus.Rickera.Cultus","09NEW1657",0.317384533525036,-636.886806530241,0.0439619269901191,"positive",14,14
"227","Kogotus.Rickera.Cultus","09NEW2076",0.0623297562972131,-125.396226422898,0.475520904943885,"none",8,8
"228","Kogotus.Rickera.Cultus","09NEW2102",0.159294582992958,-320.437377301226,0.108053555928396,"none",9,9
"229","Kogotus.Rickera.Cultus","09NEW2128",0.0568533527618505,-115.436890070076,0.550368164838147,"none",5,5
"230","Kogotus.Rickera.Cultus","09NEW2151",0.329075235852012,-661.631939327208,0.0844790040988315,"none",6,6
"231","Kogotus.Rickera.Cultus","09SOO0943",0.292119513465572,-587.983016089223,0.0453456978986949,"positive",7,7
"232","Kogotus.Rickera.Cultus","09SOO1022",0.0353946973014948,-70.3450029771638,0.705056602232112,"none",12,12
"233","Kogotus.Rickera.Cultus","09SOO1130",0.200707439032506,-402.815140756061,0.0741400004891669,"none",13,13
"234","Kogotus.Rickera.Cultus","09SOO1134",-0.0640949333595658,128.50763752264,0.46669133630216,"none",7,7
"235","Kogotus.Rickera.Cultus","09SOO1209",0.38393951143377,-771.695203697366,0.233428655727225,"none",10,10
"236","Kogotus.Rickera.Cultus","09SOO1283",0.345061403937794,-695.998002070637,0.0495943081535382,"positive",5,5
"237","Kogotus.Rickera.Cultus","Miller_Cove",0.42946195710846,-865.955976876538,0.133011534979571,"none",5,5
"238","Kogotus.Rickera.Cultus","VashChris",0.156808464933559,-313.220180451577,0.499210118382373,"none",11,11
"239","Kogotus.Rickera.Cultus","VashShing",0.390386588503197,-782.369093551453,0.282302387835983,"none",13,13
"240","Kogotus.Rickera.Cultus","WalkerPreserve",-1.36300068700777e-07,24.5663437413362,0.99999999999147,"none",10,10
"241","Clinocerinae","08BEA3312",0.369360669372708,-745.207099891845,0.111462741671452,"none",3,3
"242","Clinocerinae","08BEA3474",-5.37534459396654e-16,-25.5660685235293,1,"none",0,0
"243","Clinocerinae","08BEA3478",1.68042440746126e-15,-24.5660685235124,1,"none",0,0
"244","Clinocerinae","08BEA3571",-5.19486179556711e-16,-25.5660685235294,1,"none",0,0
"245","Clinocerinae","08BEA3650",1.77984416432508e-15,-25.566068523534,1,"none",0,0
"246","Clinocerinae","08BEA3737",39.7500866295066,-80314.8545114693,0.998229993798261,"none",1,1
"247","Clinocerinae","08BEA3747",-39.5246810831553,79148.3027504584,0.998128004550241,"none",1,1
"248","Clinocerinae","08BEA3826",0.205226292346396,-416.293041623472,0.446586538187322,"none",1,1
"249","Clinocerinae","08CED2433",1.05010501766927e-15,-25.5660685235326,1,"none",0,0
"250","Clinocerinae","08CED2711",0.207459135210186,-418.421668816375,0.239156555689076,"none",3,3
"251","Clinocerinae","08CED2898",-0.225044018663702,450.479910226079,0.366312935283645,"none",1,1
"252","Clinocerinae","08CED4192",0.078923071631667,-159.35018721538,0.373129425706368,"none",7,7
"253","Clinocerinae","08CED4975",0.0575731000743334,-118.283873431466,0.793114443009265,"none",1,1
"254","Clinocerinae","08CED5032",0.167082576325053,-337.242712994823,0.147728417087793,"none",5,5
"255","Clinocerinae","08CED5046",0.274605774795685,-553.741283683307,0.157303740007766,"none",4,4
"256","Clinocerinae","08EAS1536",-0.302218767565823,605.29265786162,0.354906237838499,"none",1,1
"257","Clinocerinae","08EAS1964",-0.0721347449662518,143.931850862801,0.56435016198973,"none",3,3
