"","SiteName","Year","SampleName","SampleDate","WettedWidth","BankfulWidth","expr1","D50","RiffleDepth","pools_per_ft","LargeWoodyDebrisNumber","speed","sand","X.x","US...RB...LB...DS","X.y","PctDev_Basins_","X.x","PctDev_buffers_","X.y","per_Agricultural_","per_Barren.Land_","per_Emergent.Herbaceous.Wetlands_","per_Forest_","per_Grassland.Herbaceous_","per_Open.Spaces.Developed_","per_Open.Water_","per_Perennial.Snow.Ice_","per_Scrub.Shrub_","per_Urban_","per_Woody.Wetlands_","X","per_Agricultural_RB","per_Barren.Land_RB","per_Emergent.Herbaceous.Wetlands_RB","per_Forest_RB","per_Grassland.Herbaceous_RB","per_Open.Spaces.Developed_RB","per_Open.Water_RB","per_Perennial.Snow.Ice_RB","per_Scrub.Shrub_RB","per_Urban_RB","per_Woody.Wetlands_RB","Acres","STR_LVL","Ammonia.Nitrogen","Conductivity..Field","Dissolved.Oxygen..Field","Fecal.Coliform","Nitrite...Nitrate.Nitrogen","Orthophosphate.Phosphorus","pH..Field","Temperature","Total.Alkalinity","Total.Nitrogen","Total.Phosphorus","Total.Suspended.Solids","Turbidity"
"11","07STL080295","2019","07STL080295_19","2019-08-22 17:30:00",83.911575,91.129775,0.920792079207921,52.4598899842789,5.65944881889764,0,3,1.31141714793425,0,355,27.3333333333333,767,0.318254209954306,745,0.38343036795934,767,0.045746862230604,0.13715699751184,0.136231562522072,82.0173768804751,2.58683439550389,1.36822506299385,1.97281100948981,0,9.17495273328606,0.617158230038498,1.9435062659483,745,0.00674483997275664,0.118969664966897,1.00639995966945,63.6807340551938,1.29312035793118,1.344951569315,16.0974852722649,0,4.35493897598449,0.665257047798242,11.4313982569033,62197.1111567097,1,0.00367692307692308,47.6153846153846,11.9769230769231,16,0.179692307692308,0.00118076923076923,7.47538461538462,8.79230769230769,15.2538461538462,0.234846153846154,0.00523846153846154,1.58846153846154,1.45307692307692
"12","07STL080295","2020","07STL080295_20","2020-08-25 19:15:00",74.97085,84.6498,0.885658914728682,108.008466825296,7.8248031496063,0,0,1.92563600782779,0,521,13,768,0.319204388878657,746,0.386315992561316,768,0.045497426477255,0.133856770271602,0.138178295261314,82.3552098622973,2.3689861821142,1.37059370312301,1.97199656007863,0,9.05316552778967,0.618492926524188,1.94402274606288,746,0.00674483997268331,0.0918097266907656,1.02361449230121,63.922391862011,1.13117542797296,1.34403595270799,16.0935539074451,0,4.28587556735427,0.667068529687084,11.4337296938569,62197.1111567097,1,NA,41.6166666666667,11.9166666666667,NA,NA,NA,7.31416666666667,8.735,NA,NA,NA,NA,NA
"13","07STL080295","2021","07STL080295_21","2021-09-02 20:30:00",86.9465,113.1945,0.768115942028985,97.7449340505604,7.52952755905512,0,2,2.08180535966149,0.8,685,5.66666666666667,769,0.320154567803009,747,0.389201617163291,769,0.045247990723906,0.130556543031364,0.140125028000556,82.6930428441194,2.15113796872452,1.37296234325216,1.97118211066745,0,8.93137832229328,0.619827623009878,1.94453922617745,747,0.00674483997260998,0.0646497884146338,1.04082902493297,64.1640496688283,0.969230498014744,1.34312033610097,16.0896225426254,0,4.21681215872404,0.668880011575925,11.4360611308104,62197.1111567097,1,0.00406153846153846,36.2076923076923,11.8307692307692,NA,0.204538461538462,0.00133846153846154,7.26769230769231,8.79384615384615,12.4523076923077,0.288846153846154,0.0269769230769231,38.6153846153846,14.4961538461538
"14","08EAS1964","2002","08EAS1964_02","8/12/2002 0:00:00",14.33333333,NA,NA,22.2321608298291,3.75,NA,NA,1.36296296296296,10.377358490566,NA,NA,1278,18.2108191539431,1256,7.76765927502622,1278,0.94643734589926,0.201605712424796,0.543923469388452,42.602633228275,0.486032966841951,15.0606680972082,0.572545918098693,0,1.57296991042528,36.6461038917643,1.36707945967413,1256,2.41790505748393,0.0478322227167477,4.81478330867401,37.4859371080776,0.687551075964818,22.478987586559,5.78684559954159,0,1.02424480568043,14.1493337439938,11.106579491308,9037.46900785793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","08EAS1964","2003","08EAS1964_03","8/8/2003 0:00:00",19.22333333,NA,NA,24.7055036742522,4.333333333,NA,6,1.47937860094173,12.3809523809524,NA,NA,1279,18.2715477094841,1257,7.7713818229782,1279,0.9246184787201,0.200785446066536,0.538181604881134,42.6273957745246,0.444584138931707,15.0633045466117,0.574186450814342,0,1.52286305855851,36.7304389103509,1.37364159054045,1257,2.41312335957056,0.047832222717894,4.76951431997504,37.5245231095506,0.678818007734028,22.477680099549,5.78267010867937,0,1.019246817715,14.1522779954142,11.1343139590943,9037.46900785793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.835,NA
"16","08EAS1964","2005","08EAS1964_05","8/22/2005 0:00:00",16.16666667,30.66666667,0.527173913,25.0342847745244,3.833333333,NA,5,1.67762435117359,14.6788990825688,NA,NA,1281,18.6526508727946,1259,7.87563751121238,1281,0.908841449184422,0.176638034383016,0.527064572126345,42.0029344261952,0.559833037265232,15.247413333994,0.58690057936662,0,1.35165427868416,37.3126541470427,1.32606614175835,1259,2.40832199557995,0.0406140237531332,4.67916058650359,37.020189909283,0.76296349773655,23.112266584535,5.90265079393358,0,0.875645865110877,14.2929865004273,10.9052002431371,9037.46900785793,1,0.01468,166.92,11.2066666666667,141.6,1.10633333333333,0.02534,7.66,10.12,60.1,1.40933333333333,0.0475466666666667,8.81333333333333,4.4
"17","08EAS1964","2006","08EAS1964_06","8/3/2006 0:00:00",16.75,24.76666667,0.676312248,36.410294627022,3.8,0.013559322,0,1.75128681939958,4.8,NA,NA,1282,18.9730254805641,1260,7.97617065149457,1282,0.914883286827905,0.153310889057754,0.521689403878873,41.3537105316161,0.716530763509001,15.4288856719728,0.59797417520325,0,1.23055235067657,37.8105343651478,1.27192856210994,1260,2.4083023295027,0.0333958247872262,4.6340758417311,36.4772707075424,0.855842055969862,23.748160556531,6.02680697005001,0,0.737042900472192,14.4307507540199,10.6483520593936,9037.46900785793,1,0.0133375,164.125,11.09375,235.3125,1.2446875,0.022853125,7.7,10.0625,59.33125,1.5175,0.05208125,10.739375,4.72375
"18","08EAS1964","2007","08EAS1964_07","8/2/2007 0:00:00",19.52666667,29.11,0.670788961,20.1122139923493,5.3,0.011278195,2,1.54171974221661,19.3548387096774,NA,NA,1283,19.0612359857876,1261,7.98306882346454,1283,0.905150250571334,0.153113198060787,0.521689403877197,41.2937496378206,0.593216503441544,15.4261075524589,0.594282976592763,0,1.27639033539871,37.9569891824427,1.27931095933557,1261,2.40830232951035,0.0333958247873322,4.64165775234984,36.4944635347387,0.78471380616725,23.7364452457875,6.01966029148119,0,0.741257422709095,14.4424660648846,10.6976377275842,9037.46900785793,1,0.01338,153.666666666667,10.7733333333333,575.133333333333,1.175,0.0247666666666667,7.70533333333333,10.4933333333333,59.46,1.48333333333333,0.0535066666666667,15.998,6.85333333333333
"19","08EAS1964","2008","08EAS1964_08","8/5/2008 0:00:00",20.57666667,25.21,0.816210498,29.3441293825495,3.75,0.010526316,8,1.67844498867352,12.3893805309735,NA,NA,1284,19.1494464910111,1262,7.98996699543451,1284,0.895417214314763,0.152915507063821,0.52168940387552,41.233788744025,0.469902243374088,15.423329432945,0.590591777982276,0,1.32222832012084,38.1034439997375,1.2866933565612,1262,2.40830232951799,0.0333958247874383,4.64923966296857,36.5116563619349,0.713585556364639,23.7247299350439,6.01251361291238,0,0.745471944945998,14.4541813757494,10.7469233957748,9037.46900785793,1,NA,NA,NA,NA,NA,NA,7.71388888888889,10.5872222222222,57.1277777777778,NA,NA,NA,NA
"20","08EAS1964","2009","08EAS1964_09","8/3/2009 0:00:00",17.66666667,23.33333333,0.757142857,29.0499769999878,3.833333333,0.010582011,3,1.809723931867,9.09090909090909,NA,NA,1285,19.2274823349991,1263,8.09450298007751,1285,0.885574018014295,0.127505066566189,0.511025941218905,41.1302160605197,0.401081090249771,15.5347357192755,0.592232310697924,0,1.31479393430179,38.2317275634032,1.27110829575267,1263,2.40830232951294,0.0333881418743177,4.54684099959724,36.4058682871495,0.639201627681982,23.9824370160461,5.99970614691575,0,0.733462339967306,14.6355662961563,10.6152268150985,9037.46900785793,1,NA,NA,NA,NA,NA,NA,7.7025,10.29625,57.8125,NA,NA,NA,NA
"21","08EAS1964","2010","08EAS1964_10","8/10/2010 0:00:00",18.36666667,22.46666667,0.817507418,30.0457891411746,3.666666667,0.010204082,15,2.30002210009219,10.1851851851852,NA,NA,1286,19.3055181789871,1264,8.1990389647205,1286,0.875730821713827,0.102094626068558,0.500362478562289,41.0266433770144,0.332259937125455,15.646142005606,0.593872843413571,0,1.30735954848275,38.360011127069,1.25552323494415,1264,2.40830232950789,0.0333804589611972,4.44444233622592,36.3000802123642,0.564817698999326,24.2401440970483,5.98689868091911,0,0.721452734988614,14.8169512165632,10.4835302344222,9037.46900785793,1,0.023625,150.8125,NA,469.6875,0.7995,0.019945,7.626875,9.541875,57.15,1.1431875,0.05255625,13.88125,NA
"22","08EAS1964","2011","08EAS1964_11","8/31/2011 0:00:00",17.63666667,26.5,0.665534591,29.0959228026793,3.5,0.022099448,11,2.46012775308557,4.28571428571429,NA,NA,1287,19.3835540229751,1265,8.30357494936349,1287,0.865887625413358,0.0766841855709267,0.489699015905673,40.9230706935092,0.263438784001139,15.7575482919364,0.595513376129219,0,1.29992516266371,38.4882946907348,1.23993817413562,1265,2.40830232950284,0.0333727760480767,4.34204367285459,36.1942921375789,0.49043377031667,24.4978511780505,5.97409121492248,0,0.709443130009921,14.9983361369701,10.3518336537459,9037.46900785793,1,NA,153.923529411765,NA,NA,NA,NA,7.62941176470588,10.2170588235294,NA,NA,NA,10.1758823529412,NA
"23","08EAS1964","2012","08EAS1964_12","8/1/2012 0:00:00",19.525,25.875,0.754589372,29.4212753128136,5.21875,0.011111111,19,2.30544208679396,6.60377358490566,NA,NA,1288,19.471207997026,1266,8.3156621601163,1288,0.865887625413917,0.0742233864955923,0.487238216830152,40.8633314713794,0.329200238863219,15.6663194435468,0.591822177517987,0,1.28036853501825,38.600440331262,1.24116857367263,1266,2.40830232950282,0.0333727760480764,4.31199785069979,36.1829999509052,0.506190254265316,24.4902220815617,5.97680698695741,0,0.71435832196086,15.0059652334584,10.3697842146404,9037.46900785793,1,NA,149.16875,NA,NA,NA,NA,7.61375,9.28,NA,NA,NA,8.56875,NA
"24","08EAS1964","2013","08EAS1964_13","8/5/2013 0:00:00",18.6125,25.4,0.732775591,29.1656885992735,3.75,0.008607704,23,2.06025555014653,0.833333333333333,NA,NA,1289,19.5588619710769,1267,8.3277493708691,1289,0.865887625414476,0.0717625874202579,0.484777417754632,40.8035922492497,0.394961693725299,15.5750905951572,0.588130978906755,0,1.2608119073728,38.7125859717893,1.24239897320965,1267,2.40830232950281,0.0333727760480762,4.281952028545,36.1717077642316,0.521946738213962,24.4825929850728,5.97952275899234,0,0.719273513911799,15.0135943299466,10.387734775535,9037.46900785793,1,0.0127666666666667,156.583333333333,10.625,58.75,0.864166666666667,0.020675,7.74833333333333,11.8158333333333,60.1083333333333,1.17708333333333,0.0399333333333333,3.75,2.955
"25","08EAS1964","2014","08EAS1964_14","8/20/2014 0:00:00",18.075,30.625,0.590204082,17.7466555322787,3.125,0.013089005,23,1.93228676195956,30.0970873786408,NA,NA,1290,19.6540351334072,1268,8.36216127307818,1290,0.863426826339824,0.07094232106113,0.483957151396001,40.7966722969862,0.368713170257673,15.5060056785183,0.575826983532629,0,1.24230360252949,38.8415503325851,1.2506016367936,1268,2.4083023295029,0.0333727760480775,4.29421611213195,36.1551144057726,0.566123912497286,24.4441625440374,5.85818782852099,0,0.719273513911827,15.0816022696052,10.4396443079718,9037.46900785793,1,0.009475,153.583333333333,10.8083333333333,129.916666666667,0.920916666666667,0.0212925,7.6875,11.1333333333333,58.2416666666667,1.21241666666667,0.0503416666666667,12.8825,6.10666666666667
"26","08EAS1964","2015","08EAS1964_15","9/14/2015 0:00:00",14.775,20.45,0.722493888,30.4910223825622,4.5,0.011428571,17,1.70264347620241,2.47933884297521,NA,NA,1291,19.7492082957374,1269,8.39657317528727,1291,0.860966027265173,0.0701220547020022,0.48313688503737,40.7897523447227,0.342464646790047,15.4369207618794,0.563522988158503,0,1.22379529768619,38.970514693381,1.25880430037755,1269,2.40830232950299,0.0333727760480788,4.30648019571889,36.1385210473136,0.610301086780611,24.405732103002,5.73685289804965,0,0.719273513911855,15.1496102092637,10.4915538404086,9037.46900785793,1,0.0116333333333333,159.166666666667,10.8416666666667,77.9166666666667,0.990166666666667,0.0219166666666667,7.80083333333333,11.2925,61.0333333333333,1.25675,0.0391166666666667,4.46833333333333,2.80491666666667
"27","08EAS1964","2016","08EAS1964_16","8/10/2016 0:00:00",18.1,25.8,0.701550388,27.9519172524101,3.28125,0,4,1.99017968733397,2.63157894736842,NA,NA,1292,19.8443814580676,1270,8.43098507749635,1292,0.858505228190522,0.0693017883428744,0.482316618678739,40.7828323924593,0.316216123322421,15.3678358452406,0.551218992784376,0,1.20528699284288,39.0994790541768,1.2670069639615,1270,2.40830232950309,0.0333727760480801,4.31874427930584,36.1219276888546,0.654478261063936,24.3673016619665,5.6155179675783,0,0.719273513911884,15.2176181489223,10.5434633728454,9037.46900785793,1,0.0164916666666667,159.258333333333,10.825,71.5833333333333,1.03183333333333,0.0221533333333333,7.73333333333333,11.5916666666667,58.7166666666667,1.32825,0.071175,58.7583333333333,30.3125
"28","08EAS1964","2017","08EAS1964_17","2017-08-01 13:45:00",20.075,29.35,0.683986371379898,31.419583494199,4.34375,0.00529380624669137,15,1.0221465076661,5,NA,NA,1293,19.8769630839911,1271,8.431332968727,1293,0.863426826338831,0.0734031201345395,0.481496352320356,40.8647149764414,0.308466873181345,15.3436252585514,0.555320324575421,0,1.09655842010727,39.1468011507466,1.26618669760287,1271,2.40830232950309,0.0333727760480801,4.31001146895871,36.1492185149257,0.613294026888552,24.3690200293758,5.65855012846709,0,0.704697133085055,15.2181711394225,10.5353624533255,9037.46900785793,1,0.0152538461538462,NA,NA,51.0769230769231,0.962538461538462,0.0214623076923077,NA,NA,57.1230769230769,1.24692307692308,0.0500538461538462,23.9584615384615,6.81384615384615
"29","08EAS1964","2018","08EAS1964_18","2018-08-14 18:27:00",20.752325,26.08395,0.79559748427673,46.0549338099446,4.42913385826772,0.0409836065573771,12,1.29388560157791,0,171,61.3333333333333,1294,19.9095447099147,1272,8.43168085995764,1294,0.86834842448714,0.0775044519262047,0.480676085961973,40.9465975604234,0.300717623040268,15.3194146718623,0.559421656366465,0,0.987829847371663,39.1941232473163,1.26536643124424,1272,2.40830232950309,0.0333727760480801,4.30127865861157,36.1765093409968,0.572109792713167,24.3707383967851,5.70158228935588,0,0.690120752258226,15.2187241299226,10.5272615338055,9037.46900785793,1,0.0145166666666667,163,11,85.0833333333333,0.912333333333333,0.0235833333333333,7.77916666666667,11.075,60.3166666666667,1.18741666666667,0.040675,4.66333333333333,2.645
"30","08EAS1964","2019","08EAS1964_19","2019-08-20 21:00:00",24.3532225,28.7825725,0.846110002849815,19.1990861295621,5.43799212598425,0.021505376344086,8,1.74159292035398,7.08661417322835,353,65.3333333333333,1295,19.9421263358382,1273,8.43202875118829,1295,0.87327002263545,0.0816057837178699,0.47985581960359,41.0284801444055,0.292968372899191,15.2952040851732,0.563522988157509,0,0.879101274636056,39.241445343886,1.26454616488561,1273,2.40830232950308,0.0333727760480801,4.29254584826443,36.2038001670678,0.530925558537783,24.3724567641944,5.74461445024467,0,0.675544371431397,15.2192771204228,10.5191606142856,9037.46900785793,1,0.0123307692307692,163.923076923077,11.0769230769231,109.846153846154,0.749153846153846,0.0210346153846154,7.76384615384615,10.9538461538462,59.3230769230769,1.01646153846154,0.0391461538461538,4.32615384615385,2.59153846153846
"31","08EAS1964","2020","08EAS1964_20","2020-08-19 22:00:00",19.275875,25.5507875,0.754414125200642,43.7395156087534,3.71555118110236,0.0352941176470588,22,1.38852304797742,0,504,65.3333333333333,1296,20.0416838768069,1274,8.46914497475018,1296,0.867993012055284,0.074893550658693,0.475977513254025,40.9424028923155,0.279939849462913,15.3083803316937,0.563112854978313,0,0.837769303099612,39.3903162589254,1.2592144335566,1274,2.40750319473118,0.03256947345544,4.26101771220284,36.1347140037602,0.521738970445682,24.477576858118,5.74203630356916,0,0.655894459086148,15.2788819886367,10.4880670359947,9037.46900785793,1,NA,169.272727272727,10.9036363636364,NA,NA,NA,7.73545454545455,11.1818181818182,NA,NA,NA,NA,NA
"32","08EAS1964","2021","08EAS1964_21","2021-09-20 20:30:00",21.3675125,26.0429375,0.820472440944882,35.4461229006386,4.18307086614173,0.0588235294117647,6,2.69835466179159,6.49350649350649,719,64.3333333333333,1297,20.1412414177756,1275,8.50626119831208,1297,0.862716001475119,0.0681813175995161,0.472099206904459,40.8563256402255,0.266911326026635,15.3215565782141,0.562702721799117,0,0.796437331563168,39.5391871739648,1.25388270222759,1275,2.40670405995928,0.0317661708627999,4.22948957614126,36.0656278404526,0.51255238235358,24.5826969520416,5.73945815689366,0,0.6362445467409,15.3384868568505,10.4569734577038,9037.46900785793,1,0.0109461538461538,166.761538461538,11.0730769230769,NA,0.759846153846154,0.0222,7.81076923076923,11.0623076923077,61.8,1.00476923076923,0.0511692307692308,16.7615384615385,6.32307692307692
"33","08EAS2191","2002","08EAS2191_02","8/12/2002 0:00:00",4.165,NA,NA,10.0596518728019,1.25,NA,NA,1.51919819311124,11.4285714285714,NA,NA,1322,44.4231575319571,1300,23.8974363122711,1322,0.360226118493621,0.0827958462007091,0,4.37528343386745,0.0165591692451558,12.4351873543902,0.126953630827717,0,0.220446017096002,81.9023325219501,0.480215907929015,1300,0,0,0,4.86835468138112,0,50.0657194515955,1.78071141688041,0,0,41.4956719018483,1.7895425482947,1343.02603311193,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","08EAS2191","2003","08EAS2191_03",NA,3.89,NA,NA,18.2925185682122,4,NA,0,NA,15.7407407407407,NA,NA,1323,44.4513613470995,1301,23.8990752910814,1323,0.360226118493621,0.0827958462007091,0,4.39057731963289,0.0165591692451558,12.4075887389942,0.121433907749341,0,0.210671854408932,81.9299311373462,0.480215907929015,1301,0,0,0,4.86835468138101,0,50.0625433884207,1.78071141688037,0,0,41.4988479650232,1.78954254829466,1343.02603311193,1,0.0411923076923077,NA,9.13076923076923,394.615384615385,0.440107692307692,0.0514230769230769,NA,10.9846153846154,83.8384615384615,0.846769230769231,0.101430769230769,5.21076923076923,4.98076923076923
