"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"DOLICHOPODIDAE"	NA	NA	NA	NA	NA	"DOLICHOPODIDAE"	"Dolichopodidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"CLINOCERA"	"CLINOCERA.STAGNALIS"	"CLINOCERA.STAGNALIS"	"Clinocera stagnalis"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"CLINOCERA"	NA	"CLINOCERA"	"Clinocera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"ROEDERIODES"	NA	"ROEDERIODES"	"Roederiodes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"TRICHOCLINOCERA"	NA	"TRICHOCLINOCERA"	"Trichoclinocera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"CHELIFERA"	NA	"CHELIFERA"	"Chelifera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"HEMERODROMIA"	NA	"HEMERODROMIA"	"Hemerodromia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"NEOPLASTA"	NA	"NEOPLASTA"	"Neoplasta"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	NA	NA	"HEMERODROMIINI"	"Chelifera/Metachela"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"OREOGETONINAE"	NA	NA	"OREOGETON"	NA	"OREOGETON"	"Oreogeton"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae Genus A"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae Genus B"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae sp. AJF#01"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EPHYDRIDAE"	NA	NA	NA	NA	NA	"EPHYDRIDAE"	"Ephydridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"MUSCIDAE"	NA	NA	NA	NA	NA	"MUSCIDAE"	"Muscidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"SCIOMYZIDAE"	NA	NA	NA	NA	NA	"SCIOMYZIDAE"	"Sciomyzidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"SYRPHIDAE"	NA	NA	NA	NA	NA	"SYRPHIDAE"	"Syrphidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"ATHERICIDAE"	NA	NA	NA	"ATHERIX"	NA	"ATHERIX"	"Atherix"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"PELECORHYNCHIDAE"	NA	NA	NA	"GLUTOPS"	NA	"GLUTOPS"	"Glutops"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"TABANIDAE"	NA	NA	NA	NA	NA	"TABANIDAE"	"Tabanidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	NA	NA	NA	NA	NA	NA	NA	NA	"BRACHYCERA"	"Brachycera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BIBIONOMORPHA"	NA	"MYCETOPHILIDAE"	NA	NA	NA	NA	NA	"MYCETOPHILIDAE"	"Mycetophilidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	"BLEPHARICERINAE"	"BLEPHARICERINI"	NA	"BLEPHARICERA"	NA	"BLEPHARICERA"	"Blepharicera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	NA	NA	NA	NA	NA	"BLEPHARICERIDAE"	"Blephariceridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"PALPOMYIINI"	NA	NA	NA	"PALPOMYIINI"	"Palpomyiini"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"SPHAEROMIINI"	NA	"PROBEZZIA"	NA	"PROBEZZIA"	"Probezzia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"SPHAEROMIINI"	NA	"SPHAEROMIAS"	NA	"SPHAEROMIAS"	"Sphaeromias"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	NA	NA	NA	NA	"CERATOPOGONINAE"	"Ceratopogoninae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"ATRICHOPOGON"	NA	"ATRICHOPOGON"	"Atrichopogon"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"FORCIPOMYIA"	NA	"FORCIPOMYIA"	"Forcipomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	NA	NA	"FORCIPOMYIINAE"	"Forcipomyiinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	NA	NA	NA	NA	NA	"CERATOPOGONIDAE"	"Ceratopogonidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"APEDILUM"	NA	"APEDILUM"	"Apedilum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CRYPTOCHIRONOMUS"	NA	"CRYPTOCHIRONOMUS"	"Cryptochironomus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"DEMICRYPTOCHIRONOMUS"	NA	"DEMICRYPTOCHIRONOMUS"	"Demicryptochironomus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.PEDELLUS"	"MICROTENDIPES.PEDELLUS"	"Microtendipes Pedellus Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.RYDALENSIS"	"MICROTENDIPES.RYDALENSIS"	"Microtendipes Rydalensis Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	NA	"MICROTENDIPES"	"Microtendipes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARACLADOPELMA"	NA	"PARACLADOPELMA"	"Paracladopelma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARATENDIPES"	NA	"PARATENDIPES"	"Paratendipes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PHAENOPSECTRA"	NA	"PHAENOPSECTRA"	"Phaenopsectra"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	NA	"POLYPEDILUM"	"Polypedilum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"STICTOCHIRONOMUS"	NA	"STICTOCHIRONOMUS"	"Stictochironomus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	NA	NA	"CHIRONOMINI"	"Chironomini"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"PSEUDOCHIRONOMINI"	NA	"PSEUDOCHIRONOMUS"	NA	"PSEUDOCHIRONOMUS"	"Pseudochironomus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CLADOTANYTARSUS"	NA	"CLADOTANYTARSUS"	"Cladotanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CONSTEMPELLINA"	NA	"CONSTEMPELLINA"	"Constempellina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"MICROPSECTRA"	NA	"MICROPSECTRA"	"Micropsectra"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"PARATANYTARSUS"	NA	"PARATANYTARSUS"	"Paratanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"RHEOTANYTARSUS"	NA	"RHEOTANYTARSUS"	"Rheotanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINA"	NA	"STEMPELLINA"	"Stempellina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINELLA"	NA	"STEMPELLINELLA"	"Stempellinella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"SUBLETTEA"	NA	"SUBLETTEA"	"Sublettea"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"TANYTARSUS"	NA	"TANYTARSUS"	"Tanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	NA	NA	"TANYTARSINI"	"Tanytarsini"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	NA	NA	NA	NA	"CHIRONOMINAE"	"Chironominae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"BOREOHEPTAGYIINI"	NA	"BOREOHEPTAGYIA"	NA	"BOREOHEPTAGYIA"	"Boreoheptagyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"PAGASTIA"	NA	"PAGASTIA"	"Pagastia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"POTTHASTIA"	"POTTHASTIA.GAEDII"	"POTTHASTIA.GAEDII"	"Potthastia Gaedii Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"PSEUDODIAMESA"	NA	"PSEUDODIAMESA"	"Pseudodiamesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"PROTANYPINI"	NA	"PROTANYPUS"	NA	"PROTANYPUS"	"Protanypus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	NA	NA	NA	NA	"DIAMESINAE"	"Diamesinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"BRILLIA"	NA	"BRILLIA"	"Brillia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"BRYOPHAENOCLADIUS"	NA	"BRYOPHAENOCLADIUS"	"Bryophaenocladius"
